
=== PEPE ===
2025-02-01 → 👍 747  👎 570  📊 1317  👍比: 56.72%  👎比: 43.28%  多數: up | 真實: up ✅
2024-12-01 → 👍 2275  👎 1948  📊 4223  👍比: 53.87%  👎比: 46.13%  多數: up | 真實: down ❌
2024-12-02 → 👍 3846  👎 3158  📊 7004  👍比: 54.91%  👎比: 45.09%  多數: up | 真實: down ❌
2024-12-03 → 👍 1493  👎 1289  📊 2782  👍比: 53.67%  👎比: 46.33%  多數: up | 真實: down ❌
2024-12-04 → 👍 312  👎 294  📊 606  👍比: 51.49%  👎比: 48.51%  多數: up | 真實: up ✅
2024-12-05 → 👍 92  👎 85  📊 177  👍比: 51.98%  👎比: 48.02%  多數: up | 真實: up ✅
2024-12-06 → 👍 127  👎 107  📊 234  👍比: 54.27%  👎比: 45.73%  多數: up | 真實: down ❌
2024-12-07 → 👍 119  👎 73  📊 192  👍比: 61.98%  👎比: 38.02%  多數: up | 真實: up ✅
2024-12-08 → 👍 39  👎 24  📊 63  👍比: 61.90%  👎比: 38.10%  多數: up | 真實: up ✅
2024-12-09 → 👍 125  👎 115  📊 240  👍比: 52.08%  👎比: 47.92%  多數: up | 真實: down ❌
2024-12-10 → 👍 54  👎 46  📊 100  👍比: 54.00%  👎比: 46.00%  多數: up | 真實: up ✅
2024-12-11 → 👍 52  👎 48  📊 100  👍比: 52.00%  👎比: 48.00%  多數: up | 真實: up ✅
2024-12-12 → 👍 159  👎 107  📊 266  👍比: 59.77%  👎比: 40.23%  多數: up | 真實: up ✅
2024-12-13 → 👍 57  👎 46  📊 103  👍比: 55.34%  👎比: 44.66%  多數: up | 真實: down ❌
2024-12-14 → 👍 7  👎 7  📊 14  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2024-12-15 → 👍 273  👎 222  📊 495  👍比: 55.15%  👎比: 44.85%  多數: up | 真實: down ❌
2024-12-16 → 👍 21  👎 15  📊 36  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: down ❌
2024-12-17 → 👍 139  👎 140  📊 279  👍比: 49.82%  👎比: 50.18%  多數: down | 真實: down ✅
2024-12-18 → 👍 219  👎 179  📊 398  👍比: 55.03%  👎比: 44.97%  多數: up | 真實: up ✅
2024-12-19 → 👍 71  👎 68  📊 139  👍比: 51.08%  👎比: 48.92%  多數: up | 真實: down ❌
2024-12-20 → 👍 20  👎 24  📊 44  👍比: 45.45%  👎比: 54.55%  多數: down | 真實: down ✅
2024-12-21 → 👍 196  👎 145  📊 341  👍比: 57.48%  👎比: 42.52%  多數: up | 真實: up ✅
2024-12-22 → 👍 250  👎 220  📊 470  👍比: 53.19%  👎比: 46.81%  多數: up | 真實: down ❌
2024-12-23 → 👍 127  👎 132  📊 259  👍比: 49.03%  👎比: 50.97%  多數: down | 真實: down ✅
2024-12-24 → 👍 253  👎 238  📊 491  👍比: 51.53%  👎比: 48.47%  多數: up | 真實: up ✅
2024-12-25 → 👍 251  👎 171  📊 422  👍比: 59.48%  👎比: 40.52%  多數: up | 真實: down ❌
2024-12-26 → 👍 211  👎 158  📊 369  👍比: 57.18%  👎比: 42.82%  多數: up | 真實: down ❌
2024-12-27 → 👍 93  👎 68  📊 161  👍比: 57.76%  👎比: 42.24%  多數: up | 真實: up ✅
2024-12-28 → 👍 155  👎 145  📊 300  👍比: 51.67%  👎比: 48.33%  多數: up | 真實: up ✅
2024-12-29 → 👍 500  👎 447  📊 947  👍比: 52.80%  👎比: 47.20%  多數: up | 真實: down ❌
2024-12-30 → 👍 2291  👎 1887  📊 4178  👍比: 54.83%  👎比: 45.17%  多數: up | 真實: up ✅
2024-12-31 → 👍 3000  👎 2466  📊 5466  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: down ❌
2025-01-01 → 👍 2694  👎 2333  📊 5027  👍比: 53.59%  👎比: 46.41%  多數: up | 真實: down ❌
2025-01-02 → 👍 2824  👎 2283  📊 5107  👍比: 55.30%  👎比: 44.70%  多數: up | 真實: up ✅
2025-01-03 → 👍 3325  👎 2713  📊 6038  👍比: 55.07%  👎比: 44.93%  多數: up | 真實: up ✅
2025-01-04 → 👍 3287  👎 2748  📊 6035  👍比: 54.47%  👎比: 45.53%  多數: up | 真實: down ❌
2025-01-05 → 👍 2665  👎 2122  📊 4787  👍比: 55.67%  👎比: 44.33%  多數: up | 真實: down ❌
2025-01-06 → 👍 2936  👎 2407  📊 5343  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: up ✅
2025-01-07 → 👍 2702  👎 2187  📊 4889  👍比: 55.27%  👎比: 44.73%  多數: up | 真實: up ✅
2025-01-08 → 👍 2437  👎 1998  📊 4435  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: down ❌
2025-01-09 → 👍 2612  👎 2107  📊 4719  👍比: 55.35%  👎比: 44.65%  多數: up | 真實: down ❌
2025-01-10 → 👍 998  👎 873  📊 1871  👍比: 53.34%  👎比: 46.66%  多數: up | 真實: down ❌
2025-01-11 → 👍 2188  👎 1820  📊 4008  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: up ✅
2025-01-12 → 👍 2246  👎 1794  📊 4040  👍比: 55.59%  👎比: 44.41%  多數: up | 真實: down ❌
2025-01-13 → 👍 2126  👎 2034  📊 4160  👍比: 51.11%  👎比: 48.89%  多數: up | 真實: up ✅
2025-01-14 → 👍 2576  👎 2003  📊 4579  👍比: 56.26%  👎比: 43.74%  多數: up | 真實: up ✅
2025-01-15 → 👍 478  👎 358  📊 836  👍比: 57.18%  👎比: 42.82%  多數: up | 真實: up ✅
2025-01-16 → 👍 2054  👎 1666  📊 3720  👍比: 55.22%  👎比: 44.78%  多數: up | 真實: down ❌
2025-01-17 → 👍 2895  👎 2321  📊 5216  👍比: 55.50%  👎比: 44.50%  多數: up | 真實: down ❌
2025-01-18 → 👍 3162  👎 2680  📊 5842  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: up ✅
2025-01-19 → 👍 3647  👎 3020  📊 6667  👍比: 54.70%  👎比: 45.30%  多數: up | 真實: down ❌
2025-01-20 → 👍 3029  👎 2472  📊 5501  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: down ❌
2025-01-21 → 👍 5143  👎 4131  📊 9274  👍比: 55.46%  👎比: 44.54%  多數: up | 真實: up ✅
2025-01-22 → 👍 3247  👎 2870  📊 6117  👍比: 53.08%  👎比: 46.92%  多數: up | 真實: down ❌
2025-01-23 → 👍 748  👎 595  📊 1343  👍比: 55.70%  👎比: 44.30%  多數: up | 真實: up ✅
2025-01-24 → 👍 2276  👎 1911  📊 4187  👍比: 54.36%  👎比: 45.64%  多數: up | 真實: down ❌
2025-01-25 → 👍 1653  👎 1754  📊 3407  👍比: 48.52%  👎比: 51.48%  多數: down | 真實: up ❌
2025-01-26 → 👍 2260  👎 1796  📊 4056  👍比: 55.72%  👎比: 44.28%  多數: up | 真實: down ❌
2025-01-27 → 👍 1976  👎 1589  📊 3565  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: down ❌
2025-01-28 → 👍 1016  👎 851  📊 1867  👍比: 54.42%  👎比: 45.58%  多數: up | 真實: down ❌
2025-01-29 → 👍 16  👎 8  📊 24  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2025-01-30 → 👍 61  👎 50  📊 111  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: down ❌
2025-01-31 → 👍 346  👎 217  📊 563  👍比: 61.46%  👎比: 38.54%  多數: up | 真實: down ❌
2025-02-01 → 👍 1958  👎 1665  📊 3623  👍比: 54.04%  👎比: 45.96%  多數: up | 真實: down ❌
2025-02-02 → 👍 1271  👎 1022  📊 2293  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: down ❌
2025-02-03 → 👍 1769  👎 1532  📊 3301  👍比: 53.59%  👎比: 46.41%  多數: up | 真實: up ✅
2025-02-04 → 👍 1693  👎 1313  📊 3006  👍比: 56.32%  👎比: 43.68%  多數: up | 真實: up ✅
2025-02-05 → 👍 1458  👎 1225  📊 2683  👍比: 54.34%  👎比: 45.66%  多數: up | 真實: down ❌
2025-02-06 → 👍 1471  👎 1268  📊 2739  👍比: 53.71%  👎比: 46.29%  多數: up | 真實: down ❌
2025-02-07 → 👍 1609  👎 1340  📊 2949  👍比: 54.56%  👎比: 45.44%  多數: up | 真實: down ❌
2025-02-08 → 👍 1225  👎 1052  📊 2277  👍比: 53.80%  👎比: 46.20%  多數: up | 真實: up ✅
2025-02-09 → 👍 1327  👎 1122  📊 2449  👍比: 54.19%  👎比: 45.81%  多數: up | 真實: down ❌
2025-02-10 → 👍 1008  👎 775  📊 1783  👍比: 56.53%  👎比: 43.47%  多數: up | 真實: down ❌
2025-02-11 → 👍 1249  👎 1076  📊 2325  👍比: 53.72%  👎比: 46.28%  多數: up | 真實: down ❌
2025-02-12 → 👍 1281  👎 1146  📊 2427  👍比: 52.78%  👎比: 47.22%  多數: up | 真實: down ❌
2025-02-13 → 👍 1374  👎 1149  📊 2523  👍比: 54.46%  👎比: 45.54%  多數: up | 真實: up ✅
2025-02-14 → 👍 1403  👎 1106  📊 2509  👍比: 55.92%  👎比: 44.08%  多數: up | 真實: up ✅
2025-02-15 → 👍 1249  👎 978  📊 2227  👍比: 56.08%  👎比: 43.92%  多數: up | 真實: down ❌
2025-02-16 → 👍 1085  👎 933  📊 2018  👍比: 53.77%  👎比: 46.23%  多數: up | 真實: up ✅
2025-02-17 → 👍 1210  👎 1083  📊 2293  👍比: 52.77%  👎比: 47.23%  多數: up | 真實: down ❌
2025-02-18 → 👍 1318  👎 1123  📊 2441  👍比: 53.99%  👎比: 46.01%  多數: up | 真實: up ✅
2025-02-19 → 👍 1967  👎 1624  📊 3591  👍比: 54.78%  👎比: 45.22%  多數: up | 真實: down ❌
2025-02-20 → 👍 765  👎 608  📊 1373  👍比: 55.72%  👎比: 44.28%  多數: up | 真實: down ❌
2025-02-21 → 👍 1379  👎 1142  📊 2521  👍比: 54.70%  👎比: 45.30%  多數: up | 真實: down ❌
2025-02-22 → 👍 1377  👎 989  📊 2366  👍比: 58.20%  👎比: 41.80%  多數: up | 真實: up ✅
2025-02-23 → 👍 1145  👎 928  📊 2073  👍比: 55.23%  👎比: 44.77%  多數: up | 真實: down ❌
2025-02-24 → 👍 1417  👎 1060  📊 2477  👍比: 57.21%  👎比: 42.79%  多數: up | 真實: down ❌
2025-02-25 → 👍 1325  👎 1081  📊 2406  👍比: 55.07%  👎比: 44.93%  多數: up | 真實: down ❌
2025-02-26 → 👍 220  👎 170  📊 390  👍比: 56.41%  👎比: 43.59%  多數: up | 真實: up ✅
2025-02-27 → 👍 1086  👎 808  📊 1894  👍比: 57.34%  👎比: 42.66%  多數: up | 真實: up ✅
2025-02-28 → 👍 1153  👎 961  📊 2114  👍比: 54.54%  👎比: 45.46%  多數: up | 真實: down ❌
2025-03-01 → 👍 154  👎 157  📊 311  👍比: 49.52%  👎比: 50.48%  多數: down | 真實: up ❌
2025-03-02 → 👍 1636  👎 1393  📊 3029  👍比: 54.01%  👎比: 45.99%  多數: up | 真實: down ❌
2025-03-03 → 👍 1751  👎 1379  📊 3130  👍比: 55.94%  👎比: 44.06%  多數: up | 真實: down ❌
2025-03-04 → 👍 323  👎 261  📊 584  👍比: 55.31%  👎比: 44.69%  多數: up | 真實: down ❌
2025-03-05 → 👍 1409  👎 1139  📊 2548  👍比: 55.30%  👎比: 44.70%  多數: up | 真實: down ❌
2025-03-06 → 👍 1615  👎 963  📊 2578  👍比: 62.65%  👎比: 37.35%  多數: up | 真實: down ❌
2025-03-07 → 👍 1433  👎 1118  📊 2551  👍比: 56.17%  👎比: 43.83%  多數: up | 真實: down ❌
2025-03-08 → 👍 985  👎 867  📊 1852  👍比: 53.19%  👎比: 46.81%  多數: up | 真實: down ❌
2025-03-09 → 👍 1348  👎 1002  📊 2350  👍比: 57.36%  👎比: 42.64%  多數: up | 真實: up ✅
2025-03-10 → 👍 1194  👎 988  📊 2182  👍比: 54.72%  👎比: 45.28%  多數: up | 真實: down ❌
2025-03-11 → 👍 1175  👎 1102  📊 2277  👍比: 51.60%  👎比: 48.40%  多數: up | 真實: up ✅
2025-03-12 → 👍 1182  👎 963  📊 2145  👍比: 55.10%  👎比: 44.90%  多數: up | 真實: up ✅
2025-03-13 → 👍 172  👎 147  📊 319  👍比: 53.92%  👎比: 46.08%  多數: up | 真實: up ✅
2025-03-14 → 👍 651  👎 444  📊 1095  👍比: 59.45%  👎比: 40.55%  多數: up | 真實: up ✅
2025-03-15 → 👍 1218  👎 1005  📊 2223  👍比: 54.79%  👎比: 45.21%  多數: up | 真實: down ❌
2025-03-16 → 👍 969  👎 801  📊 1770  👍比: 54.75%  👎比: 45.25%  多數: up | 真實: up ✅
2025-03-17 → 👍 1041  👎 831  📊 1872  👍比: 55.61%  👎比: 44.39%  多數: up | 真實: up ✅
2025-03-18 → 👍 878  👎 762  📊 1640  👍比: 53.54%  👎比: 46.46%  多數: up | 真實: up ✅
2025-03-19 → 👍 837  👎 631  📊 1468  👍比: 57.02%  👎比: 42.98%  多數: up | 真實: up ✅
2025-03-20 → 👍 1046  👎 807  📊 1853  👍比: 56.45%  👎比: 43.55%  多數: up | 真實: up ✅
2025-03-21 → 👍 508  👎 421  📊 929  👍比: 54.68%  👎比: 45.32%  多數: up | 真實: down ❌
2025-03-22 → 👍 31  👎 15  📊 46  👍比: 67.39%  👎比: 32.61%  多數: up | 真實: up ✅
2025-03-23 → 👍 627  👎 602  📊 1229  👍比: 51.02%  👎比: 48.98%  多數: up | 真實: up ✅
2025-03-24 → 👍 1843  👎 1425  📊 3268  👍比: 56.40%  👎比: 43.60%  多數: up | 真實: down ❌
2025-03-25 → 👍 1824  👎 1559  📊 3383  👍比: 53.92%  👎比: 46.08%  多數: up | 真實: up ✅
2025-03-26 → 👍 1165  👎 983  📊 2148  👍比: 54.24%  👎比: 45.76%  多數: up | 真實: up ✅
2025-03-27 → 👍 1810  👎 1667  📊 3477  👍比: 52.06%  👎比: 47.94%  多數: up | 真實: down ❌
2025-03-28 → 👍 1361  👎 1047  📊 2408  👍比: 56.52%  👎比: 43.48%  多數: up | 真實: down ❌
2025-03-29 → 👍 1005  👎 1023  📊 2028  👍比: 49.56%  👎比: 50.44%  多數: down | 真實: down ✅
2025-03-30 → 👍 485  👎 399  📊 884  👍比: 54.86%  👎比: 45.14%  多數: up | 真實: up ✅
2025-03-31 → 👍 1542  👎 1707  📊 3249  👍比: 47.46%  👎比: 52.54%  多數: down | 真實: up ❌
2025-04-01 → 👍 1701  👎 1700  📊 3401  👍比: 50.01%  👎比: 49.99%  多數: up | 真實: up ✅
2025-04-02 → 👍 1560  👎 1256  📊 2816  👍比: 55.40%  👎比: 44.60%  多數: up | 真實: up ✅
2025-04-03 → 👍 1137  👎 1372  📊 2509  👍比: 45.32%  👎比: 54.68%  多數: down | 真實: down ✅
2025-04-04 → 👍 1383  👎 1447  📊 2830  👍比: 48.87%  👎比: 51.13%  多數: down | 真實: up ❌
2025-04-05 → 👍 1300  👎 1051  📊 2351  👍比: 55.30%  👎比: 44.70%  多數: up | 真實: down ❌
2025-04-06 → 👍 1318  👎 1036  📊 2354  👍比: 55.99%  👎比: 44.01%  多數: up | 真實: down ❌
2025-04-07 → 👍 1378  👎 1133  📊 2511  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: down ❌
2025-04-08 → 👍 1204  👎 1198  📊 2402  👍比: 50.12%  👎比: 49.88%  多數: up | 真實: down ❌
2025-04-09 → 👍 1716  👎 1411  📊 3127  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: up ✅
2025-04-10 → 👍 1750  👎 1631  📊 3381  👍比: 51.76%  👎比: 48.24%  多數: up | 真實: down ❌
2025-04-11 → 👍 1515  👎 1275  📊 2790  👍比: 54.30%  👎比: 45.70%  多數: up | 真實: down ❌
2025-04-12 → 👍 1305  👎 1048  📊 2353  👍比: 55.46%  👎比: 44.54%  多數: up | 真實: down ❌
2025-04-13 → 👍 1104  👎 1113  📊 2217  👍比: 49.80%  👎比: 50.20%  多數: down | 真實: down ✅
2025-04-14 → 👍 1321  👎 1227  📊 2548  👍比: 51.84%  👎比: 48.16%  多數: up | 真實: down ❌
2025-04-15 → 👍 1575  👎 1304  📊 2879  👍比: 54.71%  👎比: 45.29%  多數: up | 真實: down ❌
2025-04-16 → 👍 1250  👎 1008  📊 2258  👍比: 55.36%  👎比: 44.64%  多數: up | 真實: up ✅
2025-04-17 → 👍 1170  👎 906  📊 2076  👍比: 56.36%  👎比: 43.64%  多數: up | 真實: up ✅
2025-04-18 → 👍 1144  👎 969  📊 2113  👍比: 54.14%  👎比: 45.86%  多數: up | 真實: up ✅
2025-04-19 → 👍 974  👎 878  📊 1852  👍比: 52.59%  👎比: 47.41%  多數: up | 真實: down ❌
2025-04-20 → 👍 1416  👎 1187  📊 2603  👍比: 54.40%  👎比: 45.60%  多數: up | 真實: down ❌
2025-04-21 → 👍 1766  👎 1388  📊 3154  👍比: 55.99%  👎比: 44.01%  多數: up | 真實: up ✅
2025-04-22 → 👍 1515  👎 1260  📊 2775  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: up ✅
2025-04-23 → 👍 2031  👎 1380  📊 3411  👍比: 59.54%  👎比: 40.46%  多數: up | 真實: down ❌
2025-04-24 → 👍 1411  👎 1177  📊 2588  👍比: 54.52%  👎比: 45.48%  多數: up | 真實: up ✅
2025-04-25 → 👍 1493  👎 1259  📊 2752  👍比: 54.25%  👎比: 45.75%  多數: up | 真實: down ❌
2025-04-26 → 👍 1286  👎 1025  📊 2311  👍比: 55.65%  👎比: 44.35%  多數: up | 真實: up ✅
2025-04-27 → 👍 1201  👎 1036  📊 2237  👍比: 53.69%  👎比: 46.31%  多數: up | 真實: down ❌
2025-04-28 → 👍 918  👎 712  📊 1630  👍比: 56.32%  👎比: 43.68%  多數: up | 真實: down ❌
2025-04-29 → 👍 1715  👎 1452  📊 3167  👍比: 54.15%  👎比: 45.85%  多數: up | 真實: up ✅
2025-04-30 → 👍 1507  👎 1482  📊 2989  👍比: 50.42%  👎比: 49.58%  多數: up | 真實: down ❌
2025-05-01 → 👍 1704  👎 1348  📊 3052  👍比: 55.83%  👎比: 44.17%  多數: up | 真實: down ❌
2025-05-02 → 👍 1525  👎 1202  📊 2727  👍比: 55.92%  👎比: 44.08%  多數: up | 真實: up ✅
2025-05-03 → 👍 885  👎 719  📊 1604  👍比: 55.17%  👎比: 44.83%  多數: up | 真實: down ❌
2025-05-04 → 👍 1457  👎 1219  📊 2676  👍比: 54.45%  👎比: 45.55%  多數: up | 真實: up ✅
2025-05-05 → 👍 268  👎 227  📊 495  👍比: 54.14%  👎比: 45.86%  多數: up | 真實: down ❌
2025-05-06 → 👍 444  👎 326  📊 770  👍比: 57.66%  👎比: 42.34%  多數: up | 真實: down ❌
2025-05-07 → 👍 1533  👎 1277  📊 2810  👍比: 54.56%  👎比: 45.44%  多數: up | 真實: up ✅
2025-05-08 → 👍 1802  👎 1386  📊 3188  👍比: 56.52%  👎比: 43.48%  多數: up | 真實: up ✅
2025-05-09 → 👍 2395  👎 1472  📊 3867  👍比: 61.93%  👎比: 38.07%  多數: up | 真實: up ✅
2025-05-10 → 👍 2459  👎 1969  📊 4428  👍比: 55.53%  👎比: 44.47%  多數: up | 真實: up ✅
2025-05-11 → 👍 474  👎 387  📊 861  👍比: 55.05%  👎比: 44.95%  多數: up | 真實: down ❌
2025-05-12 → 👍 530  👎 403  📊 933  👍比: 56.81%  👎比: 43.19%  多數: up | 真實: up ✅
2025-05-13 → 👍 2558  👎 2138  📊 4696  👍比: 54.47%  👎比: 45.53%  多數: up | 真實: up ✅
2025-05-14 → 👍 2340  👎 1884  📊 4224  👍比: 55.40%  👎比: 44.60%  多數: up | 真實: down ❌
2025-05-15 → 👍 1863  👎 1602  📊 3465  👍比: 53.77%  👎比: 46.23%  多數: up | 真實: down ❌
2025-05-16 → 👍 1702  👎 1306  📊 3008  👍比: 56.58%  👎比: 43.42%  多數: up | 真實: up ✅
2025-05-17 → 👍 362  👎 281  📊 643  👍比: 56.30%  👎比: 43.70%  多數: up | 真實: down ❌
2025-05-18 → 👍 1625  👎 1345  📊 2970  👍比: 54.71%  👎比: 45.29%  多數: up | 真實: up ✅
2025-05-19 → 👍 351  👎 270  📊 621  👍比: 56.52%  👎比: 43.48%  多數: up | 真實: up ✅
2025-05-20 → 👍 538  👎 408  📊 946  👍比: 56.87%  👎比: 43.13%  多數: up | 真實: up ✅
2025-05-21 → 👍 1783  👎 1394  📊 3177  👍比: 56.12%  👎比: 43.88%  多數: up | 真實: up ✅
2025-05-22 → 👍 1830  👎 1552  📊 3382  👍比: 54.11%  👎比: 45.89%  多數: up | 真實: up ✅
2025-05-23 → 👍 1900  👎 1346  📊 3246  👍比: 58.53%  👎比: 41.47%  多數: up | 真實: down ❌
2025-05-24 → 👍 1223  👎 963  📊 2186  👍比: 55.95%  👎比: 44.05%  多數: up | 真實: down ❌
2025-05-25 → 👍 437  👎 362  📊 799  👍比: 54.69%  👎比: 45.31%  多數: up | 真實: up ✅
2025-05-26 → 👍 1691  👎 1429  📊 3120  👍比: 54.20%  👎比: 45.80%  多數: up | 真實: down ❌
2025-05-27 → 👍 1218  👎 918  📊 2136  👍比: 57.02%  👎比: 42.98%  多數: up | 真實: down ❌
2025-05-28 → 👍 741  👎 608  📊 1349  👍比: 54.93%  👎比: 45.07%  多數: up | 真實: down ❌
